Name,SampID,Cruise,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N,nM_S
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_600_U_C,TN397,5,0.40886375090023047,0.03270910007201844,0.22896370050412906,0.03270910007201844,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_1800_U_A,TN397,5,0.4751415990573549,0.03801132792458839,0.2660792954721187,0.03801132792458839,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_1800_U_B,TN397,5,0.5716682374168789,0.04573345899335031,0.3201342129534522,0.04573345899335031,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_1800_U_C,TN397,5,0.618284993643382,0.049462799491470553,0.3462395964402939,0.049462799491470553,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_BB_A,TN397,10.5,0.8398968800292699,0.03199607162016266,0.2239725013411386,0.03199607162016266,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S9_BB_B,TN397,11,0.7941523675416056,0.028878267910603838,0.20214787537422688,0.028878267910603838,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S10_U_A,TN397,5,0.2888053155705632,0.023104425245645058,0.16173097671951542,0.023104425245645058,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S10_U_B,TN397,5,0.3668643310046302,0.029349146480370417,0.20544402536259293,0.029349146480370417,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S10_U_C,TN397,5,0.26228362607192035,0.020982690085753628,0.1468788306002754,0.020982690085753628,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S11_600_U_A,TN397,5,0.44237718801350445,0.03539017504108036,0.2477312252875625,0.03539017504108036,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S11_600_U_B,TN397,5,0.35190743641165034,0.028152594912932025,0.19706816439052416,0.028152594912932025,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S11_1800_U_A,TN397,5,0.43083413857290637,0.03446673108583251,0.24126711760082756,0.03446673108583251,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S11_1800_U_B,TN397,5,0.4398584982019294,0.035188679856154356,0.24632075899308048,0.035188679856154356,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S11_1800_U_C,TN397,5,0.41191825537151083,0.03295346042972086,0.23067422300804602,0.03295346042972086,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_600_U_A,TN397,5,0.3126543902514971,0.02501235122011977,0.17508645854083837,0.02501235122011977,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_600_U_B,TN397,5,0.2436720072142429,0.019493760577139432,0.13645632403997604,0.019493760577139432,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_600_U_C,TN397,5,0.4060481390019125,0.032483851120153,0.227386957841071,0.032483851120153,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_800_U_A,TN397,5,0.33440914794158993,0.026752731835327188,0.1872691228472903,0.026752731835327188,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_800_U_B,TN397,5,0.3298228469545026,0.026385827756360208,0.18470079429452146,0.026385827756360208,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_800_U_C,TN397,5,0.35238919976404487,0.028191135981123588,0.19733795186786512,0.028191135981123588,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_1800_U_A,TN397,5,0.2494699733045841,0.019957597864366728,0.13970318505056709,0.019957597864366728,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_1800_U_B,TN397,5,0.38165120124354474,0.03053209609948358,0.21372467269638507,0.03053209609948358,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S12_1800_U_C,TN397,5,0.37202762828799263,0.02976221026303941,0.20833547184127588,0.02976221026303941,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S13_1800_U_A,TN397,5,1.0086948657676125,0.08069558926140899,0.564869124829863,0.08069558926140899,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S13_1800_U_B,TN397,5,0.8351591928363921,0.06681273542691137,0.46768914798837957,0.06681273542691137,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S13_1800_U_C,TN397,5,0.8756311081121798,0.07005048864897438,0.49035342054282066,0.07005048864897438,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S14_U_A,TN397,5,0.22205933756775662,0.01776474700542053,0.12435322903794371,0.01776474700542053,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S14_U_B,TN397,5,0.3005336434666226,0.02404269147732981,0.16829884034130865,0.02404269147732981,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S14_U_C,TN397,5,0.42531708213610886,0.0340253665708887,0.2381775659962209,0.0340253665708887,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S15_U_A,TN397,5,0.3123514444334911,0.024988115554679287,0.17491680888275501,0.024988115554679287,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S15_U_B,TN397,5,0.21474131080825212,0.01717930486466017,0.12025513405262118,0.01717930486466017,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S15_U_C,TN397,5,0.3019511647840269,0.024156093182722153,0.16909265227905507,0.024156093182722153,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S16_U_A,TN397,5,0.10737542870881407,0.008590034296705126,0.060130240076935876,0.008590034296705126,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S16_U_B,TN397,6,0.142829862285595,0.009521990819039665,0.06665393573327766,0.009521990819039665,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S16_U_C,TN397,6,0.1489479045657783,0.00992986030438522,0.06950902213069654,0.00992986030438522,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S17_U_A,TN397,5,0.18800399040812737,0.01504031923265019,0.10528223462855134,0.01504031923265019,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S17_U_B,TN397,5,0.2032717015963915,0.016261736127711316,0.11383215289397922,0.016261736127711316,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S17_U_C,TN397,5,0.2013633414017369,0.01610906731213895,0.11276347118497265,0.01610906731213895,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S18_U_A,TN397,5,0.15102771391171882,0.012082217112937504,0.08457551979056253,0.012082217112937504,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S18_U_B,TN397,5,0.18692889611986718,0.014954311689589373,0.10468018182712562,0.014954311689589373,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_S18_U_C,TN397,5,0.19840221134106578,0.015872176907285263,0.11110523835099684,0.015872176907285263,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U1_A,TN397,3,0.3165952926371978,0.04221270568495971,0.29548893979471796,0.04221270568495971,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U1_B,TN397,2.9,0.22192172934642546,0.03060989370295523,0.21426925592068663,0.03060989370295523,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U1_C,TN397,2.7,0.4263094279668682,0.06315695229138787,0.44209866603971515,0.06315695229138787,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U2_A,TN397,5,0.4496690501916791,0.03597352401533433,0.2518146681073403,0.03597352401533433,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U2_B,TN397,5,0.5604382709316416,0.04483506167453133,0.3138454317217193,0.04483506167453133,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U2_C,TN397,5,0.4429305685305994,0.035434445482447945,0.2480411183771356,0.035434445482447945,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U3_A,TN397,5,0.3294589037369986,0.026356712298959882,0.18449698609271917,0.026356712298959882,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U3_B,TN397,4.9,0.4509904010708646,0.03681554294456036,0.25770880061192253,0.03681554294456036,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U3_C,TN397,5,0.2628280890685202,0.021026247125481613,0.14718372987837128,0.021026247125481613,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U4_A,TN397,4.25,0.39967621957249955,0.03761658537152937,0.2633160976007056,0.03761658537152937,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U4_B,TN397,4.25,0.6853773236081967,0.06450610104547733,0.4515427073183413,0.06450610104547733,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U4_C,TN397,4.25,0.32627013338316313,0.030707777259591822,0.21495444081714277,0.030707777259591822,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U5_A,TN397,3.4,0.3621207154018956,0.04260243710610537,0.2982170597427376,0.04260243710610537,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U5_B,TN397,3,0.28337985363782886,0.03778398048504385,0.26448786339530694,0.03778398048504385,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U5_C,TN397,3.6,0.1348346720841621,0.014981630231573565,0.10487141162101496,0.014981630231573565,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U6_A,TN397,5,0.13934095281670975,0.011147276225336778,0.07803093357735745,0.011147276225336778,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U6_B,TN397,5,0.11578807254992636,0.009263045803994108,0.06484132062795876,0.009263045803994108,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U6_C,TN397,5,0.1446298580916432,0.011570388647331455,0.08099272053132019,0.011570388647331455,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U7_A,TN397,5,0.07949400034657592,0.006359520027726074,0.04451664019408252,0.006359520027726074,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U7_B,TN397,5,0.10085927618146913,0.00806874209451753,0.056481194661622706,0.00806874209451753,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U7_C,TN397,5,0.11225693133921451,0.00898055450713716,0.06286388154996012,0.00898055450713716,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U8_BB,TN397,10,0.23967808378668357,0.009587123351467343,0.0671098634602714,0.009587123351467343,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U9_A,TN397,5,0.4572808185480169,0.03658246548384135,0.25607725838688944,0.03658246548384135,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U9_B,TN397,5,0.40865604967709185,0.032692483974167345,0.2288473878191714,0.032692483974167345,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U9_C,TN397,5,0.3406891381398613,0.027255131051188906,0.19078591735832234,0.027255131051188906,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U10_A,TN397,5,0.3333400106199379,0.026667200849595032,0.18667040594716522,0.026667200849595032,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U10_B,TN397,5,0.45796882692762664,0.036637506154210124,0.25646254307947086,0.036637506154210124,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U10_C,TN397,5,0.3385882182987926,0.027087057463903403,0.1896094022473238,0.027087057463903403,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U11_A,TN397,5,0.4487569646931486,0.03590055717545189,0.25130390022816324,0.03590055717545189,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U11_B,TN397,5,0.4893898305438913,0.039151186443511295,0.27405830510457907,0.039151186443511295,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U11_C,TN397,5,0.4118969222630071,0.032951753781040566,0.23066227646728396,0.032951753781040566,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U12_A,TN397,5,0.3549229493596428,0.028393835948771425,0.19875685164139997,0.028393835948771425,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U12_B,TN397,5,0.37137286580667966,0.02970982926453437,0.2079688048517406,0.02970982926453437,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U12_C,TN397,5,0.49476165212754986,0.039580932170203996,0.277066525191428,0.039580932170203996,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U13_A,TN397,5,0.2756923459465981,0.022055387675727844,0.1543877137300949,0.022055387675727844,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U13_B,TN397,5,0.2636385498467646,0.021091083987741163,0.14763758791418813,0.021091083987741163,NA
(3-Carboxypropyl)trimethylammonium,220902_Smp_TN397_U13_C,TN397,5,0.31331766091587704,0.025065412873270163,0.17545789011289115,0.025065412873270163,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D40_A,G3_DepthProfiles,10,1.0699047809688798,0.08559238247751039,0.5991466773425727,0.08559238247751039,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D40_B,G3_DepthProfiles,10,0.9511776427151755,0.07609421141721402,0.5326594799204981,0.07609421141721402,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D40_C,G3_DepthProfiles,10,0.7988965452703178,0.06391172362162542,0.4473820653513779,0.06391172362162542,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D70_A,G3_DepthProfiles,10,1.185123970264965,0.09480991762119718,0.6636694233483803,0.09480991762119718,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D70_B,G3_DepthProfiles,10,1.3034673073248917,0.10427738458599133,0.7299416921019393,0.10427738458599133,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D70_C,G3_DepthProfiles,10,1.213423224021661,0.09707385792173287,0.6795170054521301,0.09707385792173287,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D125_A,G3_DepthProfiles,10,0.3531636474975154,0.028253091799801226,0.19777164259860858,0.028253091799801226,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D125_B,G3_DepthProfiles,10,0.412541614837722,0.03300332918701775,0.23102330430912427,0.03300332918701775,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D125_C,G3_DepthProfiles,10,0.5506204431176099,0.04404963544940879,0.30834744814586157,0.04404963544940879,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D300_A,G3_DepthProfiles,20,0.19117981703746126,0.0076471926814984485,0.053530348770489136,0.0076471926814984485,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D300_B,G3_DepthProfiles,20,0.12558325757035058,0.0050233303028140225,0.035163312119698156,0.0050233303028140225,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D300_C,G3_DepthProfiles,20,0.08739330042253778,0.003495732016901511,0.02447012411831058,0.003495732016901511,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D500_A,G3_DepthProfiles,20,0.11724599291220031,0.0046898397164880125,0.03282887801541609,0.0046898397164880125,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D500_B,G3_DepthProfiles,20,0.0720114406227297,0.0028804576249091877,0.020163203374364315,0.0028804576249091877,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C27D500_C,G3_DepthProfiles,20,0.07742138978543055,0.0030968555914172215,0.02167798913992055,0.0030968555914172215,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C28D15_A,G3_DepthProfiles,10,0.11988295388597879,0.009590636310878304,0.06713445417614812,0.009590636310878304,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C28D15_B,G3_DepthProfiles,10,0.12440848051143372,0.009952678440914697,0.06966874908640287,0.009952678440914697,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S4C28D15_C,G3_DepthProfiles,10,0.10622900723194949,0.008498320578555959,0.05948824404989171,0.008498320578555959,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D80_A,G3_DepthProfiles,10,1.3755712923694816,0.11004570338955853,0.7703199237269097,0.11004570338955853,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D80_B,G3_DepthProfiles,10,1.0120984863194968,0.08096787890555975,0.5667751523389182,0.08096787890555975,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D80_C,G3_DepthProfiles,10,0.9975062560951936,0.07980050048761549,0.5586035034133084,0.07980050048761549,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D125_A,G3_DepthProfiles,10,0.24003493895534678,0.019202795116427744,0.1344195658149942,0.019202795116427744,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D125_B,G3_DepthProfiles,10,0.1871702547334853,0.014973620378678823,0.10481534265075176,0.014973620378678823,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D125_C,G3_DepthProfiles,10,0.16466486470502625,0.0131731891764021,0.0922123242348147,0.0131731891764021,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D200_A,G3_DepthProfiles,10,0.087399838193956,0.00699198705551648,0.04894390938861536,0.00699198705551648,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D200_B,G3_DepthProfiles,10,0.10644848550914134,0.008515878840731307,0.059611151885119146,0.008515878840731307,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D200_C,G3_DepthProfiles,10.5,0.10562321468699584,0.008047483023771111,0.05633238116639778,0.008047483023771111,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D400_A,G3_DepthProfiles,20,0.15191473660662674,0.00607658946426507,0.04253612624985549,0.00607658946426507,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D400_B,G3_DepthProfiles,20,0.15633675481639084,0.006253470192655633,0.043774291348589435,0.006253470192655633,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D400_C,G3_DepthProfiles,20,0.16248742781218853,0.006499497112487542,0.045496479787412794,0.006499497112487542,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D1000_A,G3_DepthProfiles,20,0.04952205490754011,0.0019808821963016045,0.013866175374111231,0.0019808821963016045,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D1000_B,G3_DepthProfiles,20,0.09742852446305428,0.0038971409785221707,0.027279986849655196,0.0038971409785221707,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S5C3D1000_C,G3_DepthProfiles,20,0.04175925912218003,0.0016703703648872012,0.011692592554210408,0.0016703703648872012,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D75_A,G3_DepthProfiles,10,0.20548710624157127,0.0164389684993257,0.1150727794952799,0.0164389684993257,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D75_B,G3_DepthProfiles,10,0.2521037783651467,0.020168302269211732,0.14117811588448212,0.020168302269211732,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D75_C,G3_DepthProfiles,10,0.19482538041484568,0.015586030433187653,0.10910221303231357,0.015586030433187653,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D115_A,G3_DepthProfiles,10,0.2181621255498337,0.017452970043986694,0.12217079030790687,0.017452970043986694,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D115_B,G3_DepthProfiles,10,0.1525954584364329,0.01220763667491463,0.08545345672440241,0.01220763667491463,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D115_C,G3_DepthProfiles,10,0.17390485199180555,0.013912388159344443,0.09738671711541111,0.013912388159344443,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D200_A,G3_DepthProfiles,10,0.060158706680300406,0.004812696534424031,0.03368887574096822,0.004812696534424031,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D200_B,G3_DepthProfiles,10,0.053988859685813,0.00431910877486504,0.03023376142405528,0.00431910877486504,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D200_C,G3_DepthProfiles,10,0.047620394817734085,0.003809631585418727,0.026667421097931087,0.003809631585418727,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D400_A,G3_DepthProfiles,20,0.09802417968325106,0.003920967187330042,0.027446770311310296,0.003920967187330042,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D400_B,G3_DepthProfiles,20,0.09848568776996901,0.003939427510798761,0.027575992575591325,0.003939427510798761,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D400_C,G3_DepthProfiles,20,0.09608176244619328,0.003843270497847731,0.026902893484934118,0.003843270497847731,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D1000_A,G3_DepthProfiles,20,0.037329437156358926,0.001493177486254357,0.010452242403780499,0.001493177486254357,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D1000_B,G3_DepthProfiles,20,0.04505723885886769,0.0018022895543547076,0.012616026880482953,0.0018022895543547076,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906S6C3D1000_C,G3_DepthProfiles,20,0.03556095817817118,0.0014224383271268471,0.009957068289887929,0.0014224383271268471,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906U12_A,G3_DepthProfiles,10,0.4939290085526723,0.03951432068421378,0.27660024478949646,0.03951432068421378,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906U12_B,G3_DepthProfiles,10,0.20435456016276923,0.01634836481302154,0.11443855369115077,0.01634836481302154,NA
(3-Carboxypropyl)trimethylammonium,190715_Smp_KM1906U12_C,G3_DepthProfiles,10,0.22066622427006521,0.017653297941605216,0.1235730855912365,0.017653297941605216,NA
