SampID,Batch,Organism,Compound,Area,min.area.flag,blk.flag,smp.remove
220111_Smp_SA59_B,Bacteria,SA59,2-O-alpha-D-Glucosylglycerol,0,Flag,Flag,Smp_Remove
220111_Smp_SA59_C,Bacteria,SA59,2-O-alpha-D-Glucosylglycerol,0,Flag,Flag,Smp_Remove
220111_Smp_SA60_A,Bacteria,SA60,2-O-alpha-D-Glucosylglycerol,0,Flag,Flag,Smp_Remove
220111_Smp_SA60_B,Bacteria,SA60,2-O-alpha-D-Glucosylglycerol,0,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp1,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_Exp2,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_Exp3,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_St1,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_St2,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_St3,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_SCM1_St4,Bacteria,Nmar,2-O-alpha-D-Glucosylglycerol,0,Flag,NA,Smp_Remove
220111_Smp_DSS3_A,Bacteria,DSS3,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_DSS3_B,Bacteria,DSS3,5-Hydroxyectoine,122700,NA,NA,NA
220111_Smp_DSS3_C,Bacteria,DSS3,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_Och_A,Bacteria,OCh114,5-Hydroxyectoine,4895.25,Flag,NA,Smp_Remove
220111_Smp_Och_B,Bacteria,OCh114,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_Och_C,Bacteria,OCh114,5-Hydroxyectoine,4895.25,Flag,NA,Smp_Remove
220111_Smp_SA7_A,Bacteria,SA7,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA7_B,Bacteria,SA7,5-Hydroxyectoine,105692,NA,NA,NA
220111_Smp_SA7_C,Bacteria,SA7,5-Hydroxyectoine,229358,NA,NA,NA
220111_Smp_SA11_A,Bacteria,SA11,5-Hydroxyectoine,678694,NA,NA,NA
220111_Smp_SA11_B,Bacteria,SA11,5-Hydroxyectoine,2361925,NA,NA,NA
220111_Smp_SA11_C,Bacteria,SA11,5-Hydroxyectoine,4765857,NA,NA,NA
220111_Smp_SA16_A,Bacteria,SA16,5-Hydroxyectoine,413235,NA,NA,NA
220111_Smp_SA16_B,Bacteria,SA16,5-Hydroxyectoine,194008,NA,NA,NA
220111_Smp_SA16_C,Bacteria,SA16,5-Hydroxyectoine,198863,NA,NA,NA
220111_Smp_SA36_A,Bacteria,SA36,5-Hydroxyectoine,11037590,NA,NA,NA
220111_Smp_SA36_B,Bacteria,SA36,5-Hydroxyectoine,16516419,NA,NA,NA
220111_Smp_SA36_C,Bacteria,SA36,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA42_A,Bacteria,SA42,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA44_B,Bacteria,SA44,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA44_C,Bacteria,SA44,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA48_A,Bacteria,SA48,5-Hydroxyectoine,180472,NA,NA,NA
220111_Smp_SA48_B,Bacteria,SA48,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA48_C,Bacteria,SA48,5-Hydroxyectoine,2635594,NA,NA,NA
220111_Smp_SA53_A,Bacteria,SA53,5-Hydroxyectoine,1817790,NA,NA,NA
220111_Smp_SA53_B,Bacteria,SA53,5-Hydroxyectoine,5757231,NA,NA,NA
220111_Smp_SA53_C,Bacteria,SA53,5-Hydroxyectoine,4218614,NA,NA,NA
220111_Smp_SA55_A,Bacteria,SA55,5-Hydroxyectoine,16812848,NA,NA,NA
220111_Smp_SA55_B,Bacteria,SA55,5-Hydroxyectoine,14883611,NA,NA,NA
220111_Smp_SA55_C,Bacteria,SA55,5-Hydroxyectoine,330171,NA,NA,NA
220111_Smp_SA59_A,Bacteria,SA59,5-Hydroxyectoine,1098092,NA,NA,NA
220111_Smp_SA59_B,Bacteria,SA59,5-Hydroxyectoine,2375670,NA,NA,NA
220111_Smp_SA59_C,Bacteria,SA59,5-Hydroxyectoine,2350315,NA,NA,NA
220111_Smp_SA60_A,Bacteria,SA60,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SA60_B,Bacteria,SA60,5-Hydroxyectoine,4895.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp1,Bacteria,Nmar,5-Hydroxyectoine,972056,NA,NA,NA
220111_Smp_SCM1_Exp2,Bacteria,Nmar,5-Hydroxyectoine,1050637,NA,NA,NA
220111_Smp_SCM1_Exp3,Bacteria,Nmar,5-Hydroxyectoine,228798,NA,NA,NA
220111_Smp_SCM1_St1,Bacteria,Nmar,5-Hydroxyectoine,1768.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2,Bacteria,Nmar,5-Hydroxyectoine,1768.5,Flag,NA,Smp_Remove
220111_Smp_SCM1_St3,Bacteria,Nmar,5-Hydroxyectoine,1768.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4,Bacteria,Nmar,5-Hydroxyectoine,1768.5,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A,Bacteria,DSS3,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_DSS3_B,Bacteria,DSS3,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_DSS3_C,Bacteria,DSS3,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_Och_A,Bacteria,OCh114,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_Och_B,Bacteria,OCh114,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_Och_C,Bacteria,OCh114,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA7_A,Bacteria,SA7,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA7_B,Bacteria,SA7,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA7_C,Bacteria,SA7,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA11_A,Bacteria,SA11,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA11_B,Bacteria,SA11,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA11_C,Bacteria,SA11,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA16_A,Bacteria,SA16,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA16_B,Bacteria,SA16,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA16_C,Bacteria,SA16,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA36_A,Bacteria,SA36,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA36_B,Bacteria,SA36,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA36_C,Bacteria,SA36,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA42_A,Bacteria,SA42,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA44_B,Bacteria,SA44,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA44_C,Bacteria,SA44,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA48_A,Bacteria,SA48,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA48_B,Bacteria,SA48,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA48_C,Bacteria,SA48,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA53_A,Bacteria,SA53,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA53_B,Bacteria,SA53,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA53_C,Bacteria,SA53,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA55_A,Bacteria,SA55,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA55_B,Bacteria,SA55,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA55_C,Bacteria,SA55,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA59_A,Bacteria,SA59,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA59_B,Bacteria,SA59,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA59_C,Bacteria,SA59,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA60_A,Bacteria,SA60,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SA60_B,Bacteria,SA60,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St1,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4,Bacteria,Nmar,Arsenobetaine,3555.25,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A,Bacteria,DSS3,beta-Alanine,5626833,NA,NA,NA
220111_Smp_DSS3_B,Bacteria,DSS3,beta-Alanine,4488162,NA,NA,NA
220111_Smp_DSS3_C,Bacteria,DSS3,beta-Alanine,5252205,NA,NA,NA
220111_Smp_Och_A,Bacteria,OCh114,beta-Alanine,83737.25,NA,Flag,Smp_Remove
220111_Smp_Och_B,Bacteria,OCh114,beta-Alanine,83737.25,Flag,Flag,Smp_Remove
220111_Smp_Och_C,Bacteria,OCh114,beta-Alanine,83737.25,NA,Flag,Smp_Remove
220111_Smp_SA7_A,Bacteria,SA7,beta-Alanine,83737.25,NA,Flag,Smp_Remove
220111_Smp_SA7_B,Bacteria,SA7,beta-Alanine,83737.25,NA,Flag,Smp_Remove
220111_Smp_SA7_C,Bacteria,SA7,beta-Alanine,906146,NA,NA,NA
220111_Smp_SA11_A,Bacteria,SA11,beta-Alanine,5779743,NA,NA,NA
220111_Smp_SA11_B,Bacteria,SA11,beta-Alanine,5646460,NA,NA,NA
220111_Smp_SA11_C,Bacteria,SA11,beta-Alanine,7824911,NA,NA,NA
220111_Smp_SA16_A,Bacteria,SA16,beta-Alanine,3460910,NA,NA,NA
220111_Smp_SA16_B,Bacteria,SA16,beta-Alanine,1222770,NA,NA,NA
220111_Smp_SA16_C,Bacteria,SA16,beta-Alanine,2584309,NA,NA,NA
220111_Smp_SA36_A,Bacteria,SA36,beta-Alanine,1298322,NA,NA,NA
220111_Smp_SA36_B,Bacteria,SA36,beta-Alanine,5430468,NA,NA,NA
220111_Smp_SA36_C,Bacteria,SA36,beta-Alanine,1745074,NA,NA,NA
220111_Smp_SA42_A,Bacteria,SA42,beta-Alanine,5943646,NA,NA,NA
220111_Smp_SA44_B,Bacteria,SA44,beta-Alanine,628771,NA,NA,NA
220111_Smp_SA44_C,Bacteria,SA44,beta-Alanine,2140556,NA,NA,NA
220111_Smp_SA48_A,Bacteria,SA48,beta-Alanine,1307558,NA,NA,NA
220111_Smp_SA48_B,Bacteria,SA48,beta-Alanine,523042,NA,NA,NA
220111_Smp_SA48_C,Bacteria,SA48,beta-Alanine,2995511,NA,NA,NA
220111_Smp_SA53_A,Bacteria,SA53,beta-Alanine,7450393,NA,NA,NA
220111_Smp_SA53_B,Bacteria,SA53,beta-Alanine,2278379,NA,NA,NA
220111_Smp_SA53_C,Bacteria,SA53,beta-Alanine,4669590,NA,NA,NA
220111_Smp_SA55_A,Bacteria,SA55,beta-Alanine,891919,NA,NA,NA
220111_Smp_SA55_B,Bacteria,SA55,beta-Alanine,83737.25,NA,Flag,Smp_Remove
220111_Smp_SA55_C,Bacteria,SA55,beta-Alanine,876804,NA,NA,NA
220111_Smp_SA59_A,Bacteria,SA59,beta-Alanine,1430937,NA,NA,NA
220111_Smp_SA59_B,Bacteria,SA59,beta-Alanine,1201190,NA,NA,NA
220111_Smp_SA59_C,Bacteria,SA59,beta-Alanine,1293053,NA,NA,NA
220111_Smp_SA60_A,Bacteria,SA60,beta-Alanine,2793581,NA,NA,NA
220111_Smp_SA60_B,Bacteria,SA60,beta-Alanine,2312117,NA,NA,NA
220111_Smp_SCM1_Exp1,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St1,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4,Bacteria,Nmar,beta-Alanine,32590,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A,Bacteria,DSS3,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_DSS3_B,Bacteria,DSS3,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_DSS3_C,Bacteria,DSS3,beta-Alaninebetaine,138925,Flag,Flag,Smp_Remove
220111_Smp_Och_A,Bacteria,OCh114,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_Och_B,Bacteria,OCh114,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_Och_C,Bacteria,OCh114,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA7_A,Bacteria,SA7,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA7_B,Bacteria,SA7,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA7_C,Bacteria,SA7,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA11_A,Bacteria,SA11,beta-Alaninebetaine,49546208,NA,NA,NA
220111_Smp_SA11_B,Bacteria,SA11,beta-Alaninebetaine,62852056,NA,NA,NA
220111_Smp_SA11_C,Bacteria,SA11,beta-Alaninebetaine,54846476,NA,NA,NA
220111_Smp_SA16_A,Bacteria,SA16,beta-Alaninebetaine,61411708,NA,NA,NA
220111_Smp_SA16_B,Bacteria,SA16,beta-Alaninebetaine,64696944,NA,NA,NA
220111_Smp_SA16_C,Bacteria,SA16,beta-Alaninebetaine,62978200,NA,NA,NA
220111_Smp_SA36_A,Bacteria,SA36,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA36_B,Bacteria,SA36,beta-Alaninebetaine,853696,NA,NA,NA
220111_Smp_SA36_C,Bacteria,SA36,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA42_A,Bacteria,SA42,beta-Alaninebetaine,138925,Flag,Flag,Smp_Remove
220111_Smp_SA44_B,Bacteria,SA44,beta-Alaninebetaine,2144493,NA,NA,NA
220111_Smp_SA44_C,Bacteria,SA44,beta-Alaninebetaine,1416174,NA,NA,NA
220111_Smp_SA48_A,Bacteria,SA48,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA48_B,Bacteria,SA48,beta-Alaninebetaine,7615039,NA,NA,NA
220111_Smp_SA48_C,Bacteria,SA48,beta-Alaninebetaine,14552081,NA,NA,NA
220111_Smp_SA53_A,Bacteria,SA53,beta-Alaninebetaine,20850154,NA,NA,NA
220111_Smp_SA53_B,Bacteria,SA53,beta-Alaninebetaine,25834806,NA,NA,NA
220111_Smp_SA53_C,Bacteria,SA53,beta-Alaninebetaine,26119642,NA,NA,NA
220111_Smp_SA55_A,Bacteria,SA55,beta-Alaninebetaine,138925,Flag,Flag,Smp_Remove
220111_Smp_SA55_B,Bacteria,SA55,beta-Alaninebetaine,138925,Flag,Flag,Smp_Remove
220111_Smp_SA55_C,Bacteria,SA55,beta-Alaninebetaine,138925,Flag,Flag,Smp_Remove
220111_Smp_SA59_A,Bacteria,SA59,beta-Alaninebetaine,4010718,NA,NA,NA
220111_Smp_SA59_B,Bacteria,SA59,beta-Alaninebetaine,2668013,NA,NA,NA
220111_Smp_SA59_C,Bacteria,SA59,beta-Alaninebetaine,2713063,NA,NA,NA
220111_Smp_SA60_A,Bacteria,SA60,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SA60_B,Bacteria,SA60,beta-Alaninebetaine,138925,NA,Flag,Smp_Remove
220111_Smp_SCM1_Exp1,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St1,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4,Bacteria,Nmar,beta-Alaninebetaine,113465.75,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A,Bacteria,DSS3,beta-Glutamic acid,1212581,NA,NA,NA
220111_Smp_DSS3_B,Bacteria,DSS3,beta-Glutamic acid,210977,NA,NA,NA
220111_Smp_DSS3_C,Bacteria,DSS3,beta-Glutamic acid,2419625,NA,NA,NA
