Name,SampID,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N,nM_S
2-O-alpha-D-Glucosylglycerol,170706_Smp_S3E15D15_C,10,0.005349432097619776,4.279545678095821e-4,0.003851591110286239,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S3E15E15_Ds,10,0,0,0,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S4E16D15_A,10,0.022148194107557233,0.0017718555286045784,0.015946699757441205,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S4E16D15_B,10,0.04387396069289208,0.003509916855431366,0.03158925169888229,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S4E16D15_C,10,0.014124216185294233,0.0011299372948235388,0.010169435653411848,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S4E16D15_Ds,10,0,0,0,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S5E28D15_A,10,0.013805179600977718,0.0011044143680782174,0.009939729312703956,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S5E28D15_B,10,0.02337984437065684,0.0018703875496525468,0.01683348794687292,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S5E28D15_C,10,0.06836197704900387,0.005468958163920309,0.04922062347528278,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S5E28D15_Ds,9.5,0.003925317794498242,3.305530774314308e-4,0.0029749776968828775,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S6E37D15_A,10,2.6226608416496555,0.2098128673319724,1.8883158059877516,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S6E37D15_B,10,2.558345397166215,0.2046676317732972,1.8420086859596747,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S6E37D15_C,10,2.2096206005933112,0.1767696480474649,1.5909268324271841,NA,NA
2-O-alpha-D-Glucosylglycerol,170706_Smp_S6E37D15_Ds,8.5,0.22393200968053134,0.021075953852285303,0.18968358467056773,NA,NA
5-Hydroxyectoine,170706_Smp_S3E15D15_A,10,0.0031097461895066955,2.487796951605356e-4,0.0014926781709632135,4.975593903210712e-4,NA
5-Hydroxyectoine,170706_Smp_S3E15D15_B,10,0.0018838862370098288,1.507108989607863e-4,9.042653937647177e-4,3.014217979215726e-4,NA
5-Hydroxyectoine,170706_Smp_S3E15D15_C,10,0.004296375604520461,3.4371004836163685e-4,0.002062260290169821,6.874200967232737e-4,NA
5-Hydroxyectoine,170706_Smp_S3E15E15_Ds,10,0.0018954340066497843,1.5163472053198273e-4,9.098083231918964e-4,3.0326944106396546e-4,NA
5-Hydroxyectoine,170706_Smp_S4E16D15_A,10,0.00475219900262379,3.801759202099032e-4,0.002281055521259419,7.603518404198064e-4,NA
5-Hydroxyectoine,170706_Smp_S4E16D15_B,10,0.003966687834305074,3.173350267444058e-4,0.0019040101604664349,6.346700534888116e-4,NA
5-Hydroxyectoine,170706_Smp_S4E16D15_C,10,0.004626816866839276,3.701453493471421e-4,0.0022208720960828526,7.402906986942842e-4,NA
5-Hydroxyectoine,170706_Smp_S4E16D15_Ds,10,0.0029394004132167707,2.3515203305734164e-4,0.0014109121983440498,4.703040661146833e-4,NA
5-Hydroxyectoine,170706_Smp_S5E28D15_A,10,0.0050135926216362935,4.0108740973090345e-4,0.002406524458385421,8.021748194618069e-4,NA
5-Hydroxyectoine,170706_Smp_S5E28D15_B,10,0.003082785226173662,2.466228180938929e-4,0.0014797369085633575,4.932456361877858e-4,NA
5-Hydroxyectoine,170706_Smp_S5E28D15_C,10,0.0019455776136137885,1.5564620908910308e-4,9.338772545346185e-4,3.1129241817820616e-4,NA
5-Hydroxyectoine,170706_Smp_S5E28D15_Ds,9.5,6.319666263835358e-4,5.321824222177143e-5,3.193094533306286e-4,1.0643648444354287e-4,NA
5-Hydroxyectoine,170706_Smp_S6E37D15_A,10,0.04097249156400501,0.0032777993251204003,0.0196667959507224,0.006555598650240801,NA
5-Hydroxyectoine,170706_Smp_S6E37D15_B,10,0.008145349677473344,6.516279741978676e-4,0.003909767845187206,0.0013032559483957351,NA
5-Hydroxyectoine,170706_Smp_S6E37D15_C,10,0.004961013518819529,3.9688108150556236e-4,0.0023812864890333744,7.937621630111247e-4,NA
5-Hydroxyectoine,170706_Smp_S6E37D15_Ds,8.5,0.001606716365076611,1.5122036377191635e-4,9.073221826314982e-4,3.024407275438327e-4,NA
Arsenobetaine,170706_Smp_S3E15D15_A,10,0.01748216989417246,0.001398573591533797,0.006992867957668985,NA,NA
Arsenobetaine,170706_Smp_S3E15D15_B,10,0.010073469517808959,8.058775614247166e-4,0.004029387807123583,NA,NA
Arsenobetaine,170706_Smp_S3E15D15_C,10,0.014712220575918455,0.0011769776460734765,0.005884888230367383,NA,NA
Arsenobetaine,170706_Smp_S3E15E15_Ds,10,0.008586838338536414,6.86947067082913e-4,0.0034347353354145654,NA,NA
Arsenobetaine,170706_Smp_S4E16D15_A,10,0.006829644687582789,5.463715750066231e-4,0.0027318578750331153,NA,NA
Arsenobetaine,170706_Smp_S4E16D15_B,10,0.010065067535003698,8.052054028002959e-4,0.004026027014001479,NA,NA
Arsenobetaine,170706_Smp_S4E16D15_C,10,0.006510277297093487,5.208221837674789e-4,0.0026041109188373944,NA,NA
Arsenobetaine,170706_Smp_S4E16D15_Ds,10,0.006642791260468652,5.314233008374921e-4,0.0026571165041874606,NA,NA
Arsenobetaine,170706_Smp_S5E28D15_A,10,0.004486077317200437,3.5888618537603494e-4,0.0017944309268801747,NA,NA
Arsenobetaine,170706_Smp_S5E28D15_B,10,0.0044562594284872515,3.565007542789801e-4,0.0017825037713949004,NA,NA
Arsenobetaine,170706_Smp_S5E28D15_C,10,0.00517821379711464,4.1425710376917117e-4,0.002071285518845856,NA,NA
Arsenobetaine,170706_Smp_S5E28D15_Ds,9.5,0.004170793426796021,3.512247096249281e-4,0.0017561235481246406,NA,NA
Arsenobetaine,170706_Smp_S6E37D15_A,10,0.009874875621874791,7.899900497499832e-4,0.0039499502487499154,NA,NA
Arsenobetaine,170706_Smp_S6E37D15_B,10,0.008083366926055097,6.466693540844077e-4,0.0032333467704220385,NA,NA
Arsenobetaine,170706_Smp_S6E37D15_C,10,0.008031573288012113,6.425258630409689e-4,0.0032126293152048447,NA,NA
Arsenobetaine,170706_Smp_S6E37D15_Ds,8.5,0.0028213682835233583,2.655405443316102e-4,0.001327702721658051,NA,NA
Betonicine,170706_Smp_S3E15D15_A,10,0.17212921295766026,0.01377033703661282,0.09639235925628974,0.01377033703661282,NA
Betonicine,170706_Smp_S3E15D15_B,10,0.07482778757047245,0.0059862230056377955,0.04190356103946457,0.0059862230056377955,NA
Betonicine,170706_Smp_S3E15D15_C,10,0.11078188435341896,0.008862550748273516,0.062037855237914614,0.008862550748273516,NA
Betonicine,170706_Smp_S3E15E15_Ds,10,0.04772939252084477,0.0038183514016675822,0.026728459811673076,0.0038183514016675822,NA
Betonicine,170706_Smp_S4E16D15_A,10,0.0712341368532465,0.005698730948259721,0.039891116637818046,0.005698730948259721,NA
Betonicine,170706_Smp_S4E16D15_B,10,0.09854675856904714,0.007883740685523772,0.0551861847986664,0.007883740685523772,NA
Betonicine,170706_Smp_S4E16D15_C,10,0.06376612516926639,0.005101290013541312,0.03570903009478918,0.005101290013541312,NA
Betonicine,170706_Smp_S4E16D15_Ds,10,0.043873413018823595,0.0035098730415058874,0.024569111290541214,0.0035098730415058874,NA
Betonicine,170706_Smp_S5E28D15_A,10,0.03400522740837251,0.0027204181926698007,0.019042927348688607,0.0027204181926698007,NA
Betonicine,170706_Smp_S5E28D15_B,10,0.034566527320518355,0.002765322185641468,0.019357255299490277,0.002765322185641468,NA
Betonicine,170706_Smp_S5E28D15_C,10,0.04116332269308686,0.0032930658154469486,0.023051460708128642,0.0032930658154469486,NA
Betonicine,170706_Smp_S5E28D15_Ds,9.5,0.023077299910540826,0.0019433515714139642,0.01360346099989775,0.0019433515714139642,NA
Betonicine,170706_Smp_S6E37D15_A,10,0.6449001482465807,0.05159201185972645,0.36114408301808515,0.05159201185972645,NA
Betonicine,170706_Smp_S6E37D15_B,10,0.4162446311732183,0.03329957049385746,0.23309699345700224,0.03329957049385746,NA
Betonicine,170706_Smp_S6E37D15_C,10,0.3455442039469816,0.027643536315758527,0.1935047542103097,0.027643536315758527,NA
Betonicine,170706_Smp_S6E37D15_Ds,8.5,0.18265628946697315,0.017191180185126886,0.1203382612958882,0.017191180185126886,NA
Carnitine,170706_Smp_S3E15D15_A,10,0.1289995780087536,0.010319966240700288,0.07223976368490201,0.010319966240700288,NA
Carnitine,170706_Smp_S3E15D15_B,10,0.08008203417697364,0.006406562734157891,0.044845939139105236,0.006406562734157891,NA
Carnitine,170706_Smp_S3E15D15_C,10,0.11145995220712271,0.008916796176569817,0.06241757323598872,0.008916796176569817,NA
Carnitine,170706_Smp_S3E15E15_Ds,10,0.05753734565314371,0.004602987652251496,0.03222091356576047,0.004602987652251496,NA
Carnitine,170706_Smp_S4E16D15_A,10,0.08201011252318877,0.0065608090018551,0.0459256630129857,0.0065608090018551,NA
Carnitine,170706_Smp_S4E16D15_B,10,0.1129439215366356,0.009035513722930847,0.06324859606051593,0.009035513722930847,NA
Carnitine,170706_Smp_S4E16D15_C,10,0.08495623759009577,0.006796499007207662,0.04757549305045363,0.006796499007207662,NA
Carnitine,170706_Smp_S4E16D15_Ds,10,0.06009140810371482,0.004807312648297185,0.033651188538080294,0.004807312648297185,NA
Carnitine,170706_Smp_S5E28D15_A,10,0.07834316019638965,0.006267452815711172,0.043872169709978204,0.006267452815711172,NA
Carnitine,170706_Smp_S5E28D15_B,10,0.07018888059840353,0.005615110447872281,0.03930577313510597,0.005615110447872281,NA
Carnitine,170706_Smp_S5E28D15_C,10,0.10041770723515261,0.00803341657881221,0.05623391605168547,0.00803341657881221,NA
Carnitine,170706_Smp_S5E28D15_Ds,9.5,0.054706479692112384,0.004606861447756832,0.03224803013429782,0.004606861447756832,NA
Carnitine,170706_Smp_S6E37D15_A,10,1.885725158800224,0.1508580127040179,1.0560060889281253,0.1508580127040179,NA
Carnitine,170706_Smp_S6E37D15_B,10,1.3929185359218998,0.11143348287375199,0.7800343801162639,0.11143348287375199,NA
Carnitine,170706_Smp_S6E37D15_C,10,1.2141952528202182,0.09713562022561746,0.6799493415793222,0.09713562022561746,NA
Carnitine,170706_Smp_S6E37D15_Ds,8.5,0.30614268805633327,0.028813429464125483,0.20169400624887837,0.028813429464125483,NA
Dimethylsulfonioacetate,170706_Smp_S3E15D15_A,10,1.0634989034601217,0.08507991227680974,0.34031964910723894,NA,0.08507991227680974
Dimethylsulfonioacetate,170706_Smp_S3E15D15_B,10,0.45805363305587177,0.03664429064446974,0.14657716257787895,NA,0.03664429064446974
Dimethylsulfonioacetate,170706_Smp_S3E15D15_C,10,0.5164288467246678,0.04131430773797342,0.16525723095189368,NA,0.04131430773797342
Dimethylsulfonioacetate,170706_Smp_S3E15E15_Ds,10,0.10677451252880134,0.008541961002304106,0.03416784400921642,NA,0.008541961002304106
Dimethylsulfonioacetate,170706_Smp_S4E16D15_A,10,0.9626799890208435,0.07701439912166747,0.30805759648666986,NA,0.07701439912166747
Dimethylsulfonioacetate,170706_Smp_S4E16D15_B,10,1.0559597292465388,0.0844767783397231,0.3379071133588924,NA,0.0844767783397231
Dimethylsulfonioacetate,170706_Smp_S4E16D15_C,10,0.7963789176242597,0.06371031340994078,0.2548412536397631,NA,0.06371031340994078
Dimethylsulfonioacetate,170706_Smp_S4E16D15_Ds,10,0.3178178872264391,0.02542543097811513,0.10170172391246052,NA,0.02542543097811513
Dimethylsulfonioacetate,170706_Smp_S5E28D15_A,10,0.7979430524880313,0.0638354441990425,0.25534177679617,NA,0.0638354441990425
Dimethylsulfonioacetate,170706_Smp_S5E28D15_B,10,0.85833162048552,0.0686665296388416,0.2746661185553664,NA,0.0686665296388416
Dimethylsulfonioacetate,170706_Smp_S5E28D15_C,10,1.5726282842684567,0.12581026274147653,0.5032410509659061,NA,0.12581026274147653
Dimethylsulfonioacetate,170706_Smp_S5E28D15_Ds,9.5,0.14108295369379678,0.011880669784740783,0.04752267913896313,NA,0.011880669784740783
Dimethylsulfonioacetate,170706_Smp_S6E37D15_A,10,12.476326582608282,0.9981061266086625,3.99242450643465,NA,0.9981061266086625
Dimethylsulfonioacetate,170706_Smp_S6E37D15_B,10,7.307063191352622,0.5845650553082097,2.3382602212328387,NA,0.5845650553082097
Dimethylsulfonioacetate,170706_Smp_S6E37D15_C,10,5.054452120798976,0.404356169663918,1.617424678655672,NA,0.404356169663918
Dimethylsulfonioacetate,170706_Smp_S6E37D15_Ds,8.5,1.093191558348515,0.10288861725633082,0.4115544690253233,NA,0.10288861725633082
Dimethylsulfoniopropionate,170706_Smp_S3E15D15_A,10,12.622079903853512,1.009766392308281,5.048831961541405,NA,1.009766392308281
Dimethylsulfoniopropionate,170706_Smp_S3E15D15_B,10,3.3532617407034158,0.2682609392562732,1.341304696281366,NA,0.2682609392562732
Dimethylsulfoniopropionate,170706_Smp_S3E15D15_C,10,4.426461722288643,0.3541169377830914,1.770584688915457,NA,0.3541169377830914
Dimethylsulfoniopropionate,170706_Smp_S3E15E15_Ds,10,0.5144372490491711,0.04115497992393368,0.2057748996196684,NA,0.04115497992393368
Dimethylsulfoniopropionate,170706_Smp_S4E16D15_A,10,4.954560034469675,0.396364802757574,1.98182401378787,NA,0.396364802757574
Dimethylsulfoniopropionate,170706_Smp_S4E16D15_B,10,6.052474885737477,0.4841979908589982,2.420989954294991,NA,0.4841979908589982
Dimethylsulfoniopropionate,170706_Smp_S4E16D15_C,10,2.8818098154233165,0.23054478523386532,1.1527239261693265,NA,0.23054478523386532
Dimethylsulfoniopropionate,170706_Smp_S4E16D15_Ds,10,0.6410598500291935,0.05128478800233548,0.2564239400116774,NA,0.05128478800233548
Dimethylsulfoniopropionate,170706_Smp_S5E28D15_A,10,0.9213906190290176,0.07371124952232141,0.3685562476116071,NA,0.07371124952232141
Dimethylsulfoniopropionate,170706_Smp_S5E28D15_B,10,1.8597971923250747,0.14878377538600598,0.7439188769300299,NA,0.14878377538600598
Dimethylsulfoniopropionate,170706_Smp_S5E28D15_C,10,0.4080739764829501,0.03264591811863601,0.16322959059318004,NA,0.03264591811863601
Dimethylsulfoniopropionate,170706_Smp_S5E28D15_Ds,9.5,0.022892522888415576,0.0019277914011297324,0.009638957005648662,NA,0.0019277914011297324
Dimethylsulfoniopropionate,170706_Smp_S6E37D15_A,10,34.35759011963694,2.748607209570955,13.743036047854776,NA,2.748607209570955
Dimethylsulfoniopropionate,170706_Smp_S6E37D15_B,10,20.48267453212208,1.6386139625697662,8.193069812848831,NA,1.6386139625697662
Dimethylsulfoniopropionate,170706_Smp_S6E37D15_C,10,7.3311787978985805,0.5864943038318864,2.932471519159432,NA,0.5864943038318864
Dimethylsulfoniopropionate,170706_Smp_S6E37D15_Ds,8.5,0.47921893103279506,0.0451029582148513,0.2255147910742565,NA,0.0451029582148513
Ectoine,170706_Smp_S3E15D15_A,10,0.05548476290735397,0.004438781032588318,0.026632686195529907,0.008877562065176635,NA
Ectoine,170706_Smp_S3E15D15_B,10,0.04368092726976543,0.003494474181581234,0.020966845089487405,0.006988948363162468,NA
Ectoine,170706_Smp_S3E15D15_C,10,0.060118441665961656,0.004809475333276932,0.028856851999661592,0.009618950666553864,NA
Ectoine,170706_Smp_S3E15E15_Ds,10,0.0330802172880903,0.0026464173830472236,0.01587850429828334,0.005292834766094447,NA
Ectoine,170706_Smp_S4E16D15_A,10,0.04536023756501198,0.003628819005200958,0.021772914031205747,0.007257638010401916,NA
Ectoine,170706_Smp_S4E16D15_B,10,0.06499504750699972,0.005199603800559977,0.031197622803359866,0.010399207601119955,NA
Ectoine,170706_Smp_S4E16D15_C,10,0.04735168590886884,0.003788134872709507,0.02272880923625704,0.007576269745419014,NA
Ectoine,170706_Smp_S4E16D15_Ds,10,0.0725602636738534,0.005804821093908273,0.03482892656344964,0.011609642187816545,NA
Ectoine,170706_Smp_S5E28D15_A,10,0.04085061640777824,0.003268049312622259,0.019608295875733553,0.006536098625244518,NA
Ectoine,170706_Smp_S5E28D15_B,10,0.04146002377342654,0.003316801901874123,0.019900811411244737,0.006633603803748246,NA
Ectoine,170706_Smp_S5E28D15_C,10,0.071994187644297,0.00575953501154376,0.03455721006926256,0.01151907002308752,NA
Ectoine,170706_Smp_S5E28D15_Ds,9.5,0.013376179751331874,0.001126415136954263,0.006758490821725578,0.002252830273908526,NA
Ectoine,170706_Smp_S6E37D15_A,10,0.11640157647294241,0.009312126117835391,0.05587275670701235,0.018624252235670782,NA
Ectoine,170706_Smp_S6E37D15_B,10,0.05930831889553027,0.004744665511642421,0.028467993069854522,0.009489331023284841,NA
Ectoine,170706_Smp_S6E37D15_C,10,0.06880364884921812,0.005504291907937449,0.03302575144762469,0.011008583815874898,NA
Ectoine,170706_Smp_S6E37D15_Ds,8.5,0.01918557193398313,0.0018057008879042943,0.010834205327425767,0.0036114017758085886,NA
Glycine betaine,170706_Smp_S3E15D15_A,10,5.026681163381696,0.4021344930705356,2.010672465352678,0.4021344930705356,NA
Glycine betaine,170706_Smp_S3E15D15_B,10,2.4921020141690944,0.19936816113352757,0.9968408056676379,0.19936816113352757,NA
Glycine betaine,170706_Smp_S3E15D15_C,10,3.7369595965511926,0.29895676772409535,1.4947838386204768,0.29895676772409535,NA
Glycine betaine,170706_Smp_S3E15E15_Ds,10,0.9870992693047302,0.0789679415443784,0.39483970772189203,0.0789679415443784,NA
Glycine betaine,170706_Smp_S4E16D15_A,10,2.845412135488193,0.22763297083905543,1.1381648541952771,0.22763297083905543,NA
Glycine betaine,170706_Smp_S4E16D15_B,10,4.13186023503094,0.33054881880247516,1.6527440940123759,0.33054881880247516,NA
Glycine betaine,170706_Smp_S4E16D15_C,10,2.8017389921058617,0.2241391193684689,1.1206955968423444,0.2241391193684689,NA
Glycine betaine,170706_Smp_S4E16D15_Ds,10,1.3377753733390085,0.10702202986712069,0.5351101493356034,0.10702202986712069,NA
Glycine betaine,170706_Smp_S5E28D15_A,10,4.089312911199232,0.32714503289593855,1.6357251644796929,0.32714503289593855,NA
Glycine betaine,170706_Smp_S5E28D15_B,10,4.198447864730599,0.3358758291784479,1.6793791458922394,0.3358758291784479,NA
Glycine betaine,170706_Smp_S5E28D15_C,10,5.695014498571383,0.4556011598857106,2.278005799428553,0.4556011598857106,NA
Glycine betaine,170706_Smp_S5E28D15_Ds,9.5,2.745521863514422,0.23120184113805656,1.1560092056902829,0.23120184113805656,NA
Glycine betaine,170706_Smp_S6E37D15_A,10,23.68451846995327,1.8947614775962618,9.473807387981308,1.8947614775962618,NA
Glycine betaine,170706_Smp_S6E37D15_B,10,20.427040446512578,1.6341632357210063,8.170816178605032,1.6341632357210063,NA
Glycine betaine,170706_Smp_S6E37D15_C,10,19.953775102521526,1.596302008201722,7.98151004100861,1.596302008201722,NA
Glycine betaine,170706_Smp_S6E37D15_Ds,8.5,4.494040841239251,0.4229685497636942,2.114842748818471,0.4229685497636942,NA
Gonyol,170706_Smp_S3E15D15_A,10,4.424038048630759,0.35392304389046075,2.4774613072332254,NA,0.35392304389046075
Gonyol,170706_Smp_S3E15D15_B,10,1.6606194704678952,0.13284955763743161,0.9299469034620214,NA,0.13284955763743161
Gonyol,170706_Smp_S3E15D15_C,10,2.885618943524239,0.2308495154819391,1.6159466083735738,NA,0.2308495154819391
Gonyol,170706_Smp_S3E15E15_Ds,10,0.33876065127223254,0.027100852101778598,0.1897059647124502,NA,0.027100852101778598
Gonyol,170706_Smp_S4E16D15_A,10,3.0248943761368263,0.24199155009094608,1.6939408506366225,NA,0.24199155009094608
Gonyol,170706_Smp_S4E16D15_B,10,4.80327721425151,0.38426217714012084,2.689835239980846,NA,0.38426217714012084
Gonyol,170706_Smp_S4E16D15_C,10,4.028965085763963,0.32231720686111703,2.256220448027819,NA,0.32231720686111703
Gonyol,170706_Smp_S4E16D15_Ds,10,0.4230506915670018,0.03384405532536014,0.23690838727752098,NA,0.03384405532536014
Gonyol,170706_Smp_S5E28D15_A,10,1.183482836843425,0.09467862694747399,0.6627503886323179,NA,0.09467862694747399
Gonyol,170706_Smp_S5E28D15_B,10,1.4044277987231502,0.112354223897852,0.786479567284964,NA,0.112354223897852
Gonyol,170706_Smp_S5E28D15_C,10,0.9336710496495968,0.07469368397196774,0.5228557878037742,NA,0.07469368397196774
Gonyol,170706_Smp_S5E28D15_Ds,9.5,0.13934462898296757,0.01173428454593411,0.08213999182153876,NA,0.01173428454593411
Gonyol,170706_Smp_S6E37D15_A,10,19.076626895438316,1.5261301516350654,10.682911061445457,NA,1.5261301516350654
Gonyol,170706_Smp_S6E37D15_B,10,21.460231366155988,1.7168185092924788,12.017729565047352,NA,1.7168185092924788
Gonyol,170706_Smp_S6E37D15_C,10,23.084518228030856,1.8467614582424685,12.92733020769728,NA,1.8467614582424685
Gonyol,170706_Smp_S6E37D15_Ds,8.5,1.1427385463482265,0.10755186318571543,0.752863042300008,NA,0.10755186318571543
Homarine,170706_Smp_S3E15D15_A,10,0.36717513939098245,0.029374011151278592,0.20561807805895016,0.029374011151278592,NA
Homarine,170706_Smp_S3E15D15_B,10,0.20248896965570362,0.01619911757245629,0.11339382300719403,0.01619911757245629,NA
Homarine,170706_Smp_S3E15D15_C,10,0.32777262392822776,0.02622180991425822,0.18355266939980755,0.02622180991425822,NA
Homarine,170706_Smp_S3E15E15_Ds,10,0.03954843567534435,0.0031638748540275476,0.022147123978192833,0.0031638748540275476,NA
Homarine,170706_Smp_S4E16D15_A,10,0.19360100364047994,0.015488080291238394,0.10841656203866876,0.015488080291238394,NA
Homarine,170706_Smp_S4E16D15_B,10,0.28900591921586527,0.023120473537269225,0.16184331476088457,0.023120473537269225,NA
Homarine,170706_Smp_S4E16D15_C,10,0.23306188244199733,0.018644950595359786,0.1305146541675185,0.018644950595359786,NA
Homarine,170706_Smp_S4E16D15_Ds,10,0.07713216740357265,0.006170573392285813,0.04319401374600069,0.006170573392285813,NA
Homarine,170706_Smp_S5E28D15_A,10,4.202111535945139,0.33616892287561106,2.3531824601292772,0.33616892287561106,NA
